U12 BOYS' AND GIRLS' GAMES BY TIME:

Date & Time, Home Team, Away Team, Field, Division, Region
    2017-04-14 15:00:00, Team 2 Boys, Team 3 Boys, Miller East Field, U12, R64

Week 7:
    2017-04-21 10:30:00, Team 10 Girls, Team 6 Girls, Manzanita Field 1, U12, R256
    2017-04-21 10:30:00, Team 3 Girls, Team 13 Girls, McAuliffe Field, U12, R64
    2017-04-21 10:30:00, Team 12 Boys, Team 4 Boys, R1631 Field 1, U12, R1631
    2017-04-21 12:00:00, Team 1 Girls, Team 8 Girls, Miller East Field, U12, R64
    2017-04-21 12:00:00, Team 9 Girls, Team 7 Girls, Manzanita Field 1, U12, R256
    2017-04-21 12:00:00, Bye
    2017-04-21 13:30:00, Team 9 Boys, Team 7 Boys, Manzanita Field 1, U12, R256
    2017-04-21 13:30:00, Team 5 Boys, Team 11 Boys, Kennedy Middle Field, U12, R35
    2017-04-21 15:00:00, Team 5 Girls, Team 11 Girls, Kennedy Middle Field, U12, R35
    2017-04-21 15:00:00, Team 12 Girls, Team 4 Girls, R1631 Field 1, U12, R1631
    2017-04-21 15:00:00, Bye
    2017-04-21 15:00:00, Team 1 Boys, Team 8 Boys, Miller East Field, U12, R64
    2017-04-21 15:00:00, Team 10 Boys, Team 6 Boys, Manzanita Field 1, U12, R256
    2017-04-21 15:00:00, Team 3 Boys, Team 13 Boys, McAuliffe Field, U12, R64

Week 8:
    2017-04-28 10:30:00, Team 7 Girls, Team 1 Girls, R27 Field 1, U12, R27
    2017-04-28 10:30:00, Team 6 Girls, Team 8 Girls, Kennedy Middle Field, U12, R35
    2017-04-28 10:30:00, Team 11 Girls, Team 3 Girls, R1631 Field 1, U12, R1631
    2017-04-28 10:30:00, Bye
    2017-04-28 10:30:00, Team 4 Boys, Team 10 Boys, McAuliffe Field, U12, R64
    2017-04-28 12:00:00, Team 4 Girls, Team 10 Girls, McAuliffe Field, U12, R64
    2017-04-28 12:00:00, Team 6 Boys, Team 8 Boys, Kennedy Middle Field, U12, R35
    2017-04-28 13:30:00, Team 2 Girls, Team 12 Girls, Miller East Field, U12, R64
    2017-04-28 13:30:00, Team 7 Boys, Team 1 Boys, R27 Field 1, U12, R27
    2017-04-28 13:30:00, Team 5 Boys, Team 9 Boys, Kennedy Middle Field, U12, R35
    2017-04-28 15:00:00, Team 5 Girls, Team 9 Girls, Kennedy Middle Field, U12, R35
    2017-04-28 15:00:00, Team 11 Boys, Team 3 Boys, R1631 Field 1, U12, R1631
    2017-04-28 15:00:00, Team 2 Boys, Team 12 Boys, Miller East Field, U12, R64
    2017-04-28 15:00:00, Bye

Week 9:
    2017-05-05 10:30:00, Team 8 Girls, Team 4 Girls, R27 Field 1, U12, R27
    2017-05-05 10:30:00, Team 10 Girls, Team 2 Girls, Manzanita Field 1, U12, R256
    2017-05-05 10:30:00, Bye
    2017-05-05 10:30:00, Team 1 Boys, Team 6 Boys, Miller East Field, U12, R64
    2017-05-05 12:00:00, Team 7 Girls, Team 5 Girls, R27 Field 1, U12, R27
    2017-05-05 12:00:00, Team 3 Boys, Team 9 Boys, McAuliffe Field, U12, R64
    2017-05-05 12:00:00, Bye
    2017-05-05 13:30:00, Team 3 Girls, Team 9 Girls, McAuliffe Field, U12, R64
    2017-05-05 13:30:00, Team 7 Boys, Team 5 Boys, R27 Field 1, U12, R27
    2017-05-05 13:30:00, Team 12 Boys, Team 13 Boys, R1631 Field 1, U12, R1631
    2017-05-05 15:00:00, Team 1 Girls, Team 6 Girls, Miller East Field, U12, R64
    2017-05-05 15:00:00, Team 12 Girls, Team 13 Girls, R1631 Field 1, U12, R1631
    2017-05-05 15:00:00, Team 8 Boys, Team 4 Boys, R27 Field 1, U12, R27
    2017-05-05 15:00:00, Team 10 Boys, Team 2 Boys, Manzanita Field 1, U12, R256

Week 10:
    2017-05-12 10:30:00, Team 2 Girls, Team 8 Girls, Miller East Field, U12, R64
    2017-05-12 10:30:00, Bye
    2017-05-12 10:30:00, Team 4 Boys, Team 6 Boys, McAuliffe Field, U12, R64
    2017-05-12 10:30:00, Team 13 Boys, Team 10 Boys, R1590 Field 1, U12, R1590
    2017-05-12 12:00:00, Team 4 Girls, Team 6 Girls, McAuliffe Field, U12, R64
    2017-05-12 12:00:00, Team 11 Girls, Team 12 Girls, R1631 Field 1, U12, R1631
    2017-05-12 13:30:00, Team 5 Girls, Team 1 Girls, Kennedy Middle Field, U12, R35
    2017-05-12 13:30:00, Team 3 Girls, Team 7 Girls, McAuliffe Field, U12, R64
    2017-05-12 13:30:00, Bye
    2017-05-12 13:30:00, Team 11 Boys, Team 12 Boys, R1631 Field 1, U12, R1631
    2017-05-12 15:00:00, Team 13 Girls, Team 10 Girls, R1590 Field 1, U12, R1590
    2017-05-12 15:00:00, Team 5 Boys, Team 1 Boys, Kennedy Middle Field, U12, R35
    2017-05-12 15:00:00, Team 3 Boys, Team 7 Boys, McAuliffe Field, U12, R64
    2017-05-12 15:00:00, Team 2 Boys, Team 8 Boys, Miller East Field, U12, R64

